engine_temp,engine_rpm,oil_level,vehicle_mileage,vibration,health_score
99.8,2754,53.7,37312,1.12,75
95.7,1231,46.7,134220,1.76,60
84.9,4284,30.7,143344,1.57,45
85.3,2301,20.3,197435,0.23,60
107.1,1297,34.6,2655,2.94,30
71.7,631,53.3,174177,2.87,65
109.2,1148,10.5,55863,2.34,30
98.9,2848,19.6,61045,0.26,50
85.1,2493,95.0,45517,1.35,100
87.5,3434,56.6,74227,1.29,100
75.4,2303,11.0,174710,1.72,60
105.1,1756,70.8,74789,0.26,75
90.8,943,10.9,54322,1.33,75
79.3,4672,75.2,101800,2.3,65
95.8,4062,76.2,120782,2.99,25
119.7,2848,66.9,135294,1.83,40
86.1,1544,74.6,51141,2.83,80
115.2,4480,13.4,10716,3.0,15
80.7,2650,74.0,60644,1.36,100
63.3,3885,18.0,125650,2.04,25
72.3,3455,37.3,88499,0.72,75
85.1,1930,94.6,132454,1.48,85
73.2,2603,52.8,193297,0.33,85
60.0,4215,96.9,195419,0.18,70
114.9,2387,13.4,135239,2.69,15
110.6,2846,50.4,117323,2.59,55
104.5,4272,10.9,103849,1.0,35
70.1,2755,64.9,189445,1.43,85
67.2,4079,12.5,81117,1.53,60
64.1,3620,21.7,91730,1.61,60
103.4,651,29.6,179793,0.49,35
115.7,2759,76.1,159895,2.35,40
85.8,4990,20.6,60972,1.11,60
67.1,4251,85.4,74963,0.19,85
90.7,4515,17.5,54534,2.06,40
80.9,2712,8.3,167823,2.51,40
82.5,3221,42.5,116093,2.76,80
97.3,1954,98.0,24121,2.06,55
103.1,4354,15.5,71736,0.65,35
66.6,809,14.7,153198,1.81,40
62.1,837,76.4,61581,2.74,80
119.7,935,34.7,26123,1.12,50
74.0,4438,73.1,51036,2.86,65
63.2,2176,24.0,130062,0.38,60
71.4,1099,48.7,78855,2.21,80
62.3,2164,30.2,146662,0.45,60
83.5,1390,47.9,177337,2.42,65
108.1,4140,78.1,185396,0.38,45
80.5,3722,77.4,198792,1.04,70
86.7,1735,54.0,22701,2.35,80
100.5,4544,93.2,41178,1.43,60
90.5,2948,30.1,105734,2.66,55
111.7,4924,27.8,37118,1.27,35
112.0,749,63.3,25387,2.99,55
60.6,3806,64.0,57613,0.15,85
106.7,4128,9.4,46666,2.12,15
87.6,2224,62.7,170207,2.76,65
119.3,3174,40.6,29554,1.65,75
89.0,4869,76.0,119387,2.97,65
119.2,3884,81.8,42146,2.15,40
105.3,2708,57.5,100037,1.35,75
74.9,4547,5.2,144060,1.59,45
92.3,2863,65.5,183191,2.64,65
119.5,2212,76.1,16456,2.88,55
111.5,4415,28.7,119681,1.71,35
65.8,1177,49.1,122573,0.99,85
102.4,1022,96.7,160286,0.79,60
80.7,3363,33.3,61405,1.48,75
60.4,1829,26.2,142106,0.96,60
84.2,3776,25.0,877,1.32,60
74.1,1353,58.1,62718,2.52,80
109.1,1287,95.2,58100,1.47,75
80.2,1322,62.8,9642,1.96,80
109.7,1346,33.8,100844,0.36,50
60.0,4937,65.7,196215,2.31,50
78.5,3312,64.4,50483,1.5,100
74.5,1307,61.7,65293,1.15,100
74.0,1034,20.1,75450,1.87,55
64.1,1083,65.3,96629,0.4,100
71.2,4118,45.9,113140,1.3,85
93.3,2133,6.8,49508,2.45,55
77.5,769,56.3,107815,0.86,100
85.0,1620,99.0,131651,2.75,65
82.6,1447,38.2,12587,1.85,55
112.6,1295,96.7,66181,1.67,75
114.3,3946,14.1,179542,1.26,20
89.6,4613,74.6,147000,2.25,50
79.8,631,15.9,92345,1.74,75
66.4,776,31.0,43591,2.41,55
117.2,3564,59.2,31901,1.06,60
63.6,2712,61.3,93411,2.14,80
77.9,4486,78.6,139571,2.84,50
77.9,2102,63.5,131305,0.91,85
79.2,2915,61.4,148490,2.94,65
69.9,3244,91.7,59566,1.29,100
107.0,665,48.0,15246,0.21,75
67.3,4828,26.4,169857,1.14,45
98.1,2528,20.4,103425,0.53,50
67.4,1184,43.0,113400,0.98,100
64.2,2348,72.7,34503,0.38,100
114.6,2804,9.0,135349,0.62,35
71.4,4230,17.3,66477,0.47,60
109.3,2492,15.1,131421,0.23,35
92.7,3029,60.6,92798,0.96,100
64.7,3693,28.1,198013,2.83,25
117.3,1573,20.8,73000,2.85,30
74.8,4624,61.3,144580,2.56,50
111.6,3242,77.3,97565,0.14,75
70.1,2042,36.6,110123,0.18,75
111.2,4929,59.9,67081,0.13,60
60.8,2077,14.3,190167,1.16,60
90.7,1370,93.8,116434,2.94,80
106.2,905,37.0,28957,2.7,30
116.1,601,99.8,138968,0.83,60
114.6,870,98.0,105634,1.29,75
109.2,3814,79.0,135360,2.49,25
113.3,1463,6.9,156816,2.3,15
72.0,3339,56.6,21150,0.48,100
77.1,3514,13.2,87877,0.41,60
77.3,706,90.0,110540,1.68,100
82.6,3768,80.0,105139,0.4,85
83.6,3199,97.4,21091,2.49,80
92.7,2835,62.8,131972,0.83,85
69.6,3399,54.6,46702,0.65,100
101.5,2111,54.3,19725,0.64,75
70.1,618,41.7,28722,0.23,100
78.6,1458,49.5,155150,1.96,65
90.2,2016,65.4,18059,0.58,100
107.8,3632,93.6,18161,0.78,60
104.4,2026,61.6,90345,2.28,55
98.7,3131,86.4,10687,0.27,75
69.3,4638,87.0,82503,0.69,85
92.8,4713,54.3,99770,0.53,85
65.2,2831,38.0,8694,0.11,75
82.6,3052,65.8,170590,1.66,85
84.8,3446,47.4,127260,0.65,85
62.4,3802,12.7,99459,1.94,40
76.4,2416,40.9,161713,1.56,85
117.3,2380,99.4,189915,2.04,40
117.2,4703,9.6,171800,2.95,5
81.1,1304,71.2,50087,0.74,100
62.6,1941,84.9,174623,2.03,65
70.7,4062,66.6,186505,2.52,50
83.5,4190,59.1,107941,2.88,65
116.9,1759,72.2,56561,1.9,55
68.5,4322,45.8,5364,0.48,85
105.8,4038,13.7,77008,0.26,35
66.5,4160,96.4,135046,0.91,70
118.9,3682,46.1,24053,2.79,40
82.9,2315,68.2,171144,1.66,85
106.5,2843,55.5,132282,1.78,60
80.6,2360,10.2,172661,1.87,40
97.7,4607,95.5,105128,1.06,60
71.5,2396,80.3,38966,0.63,100
68.8,3275,19.2,26070,2.87,55
116.3,3836,98.3,197715,2.29,25
115.1,643,75.0,109573,1.58,75
113.2,1088,49.9,106327,1.19,75
97.5,4876,63.1,142318,1.5,45
108.5,3748,15.1,150271,0.2,20
64.1,1556,58.2,39829,0.82,100
80.1,2714,12.0,61125,0.83,75
78.8,1715,56.8,105111,1.39,100
98.1,2381,57.5,105277,0.79,75
81.4,3426,88.1,169,0.64,100
68.9,1250,73.9,93943,2.32,80
95.8,2476,28.7,92408,2.69,30
108.9,940,89.4,144021,0.29,60
82.9,3550,59.5,47313,0.71,85
67.9,3975,62.6,78735,2.34,65
71.8,3045,21.1,60131,2.47,55
74.2,3350,86.5,126195,1.55,85
78.0,2744,93.4,107127,2.12,80
98.6,1954,78.6,172836,0.33,60
96.1,3876,94.4,161971,2.56,25
101.8,1048,33.7,47740,2.51,30
81.8,4772,86.8,196562,2.11,50
109.4,1397,51.4,154353,2.76,40
72.2,4096,20.6,112339,0.24,60
88.1,2782,68.5,68570,0.77,100
108.1,3926,70.0,144400,1.15,45
70.8,1245,32.3,44047,0.56,75
66.6,1319,7.6,119168,2.46,55
113.0,2122,24.0,150868,2.3,15
80.6,1669,43.0,72666,2.34,80
101.0,3675,20.9,102173,0.94,35
61.5,4407,23.4,55251,2.31,40
101.4,3961,42.2,791,0.46,60
79.0,2756,96.4,12333,0.41,100
63.3,2913,77.6,167681,1.79,85
96.6,4105,35.4,191630,0.24,20
74.4,4739,95.4,68892,2.82,65
83.2,1232,66.3,171362,1.05,85
64.8,2799,48.3,135997,1.48,85
68.8,3663,49.5,141836,2.46,50
77.9,3510,44.0,54226,1.26,85
65.4,1222,27.1,77632,1.35,75
114.6,960,41.7,39468,1.11,75
60.4,2967,55.2,2094,1.12,100
89.0,809,55.2,45583,1.46,100
67.4,4067,77.4,49021,2.84,65
78.5,1530,39.1,15362,2.81,55
115.6,4543,73.1,172647,1.68,45
69.7,1477,59.9,177093,1.42,85
117.9,3099,96.4,12185,2.44,55
72.3,3123,41.6,170843,2.07,65
104.5,4951,90.6,81678,2.66,40
92.8,991,83.0,118984,2.22,80
113.1,4502,65.6,166141,2.86,25
93.2,2921,67.2,43190,2.67,80
92.1,4581,13.0,140836,2.58,25
71.7,738,95.3,158185,1.24,85
70.0,702,15.2,16888,1.22,75
115.0,1083,58.5,14748,2.25,55
79.7,4919,36.4,51013,0.34,60
82.3,4673,45.8,161275,1.03,70
105.6,2448,63.0,115091,2.8,55
80.3,2484,91.3,20715,1.41,100
117.1,3805,48.5,173651,0.88,45
104.3,2761,98.8,2906,1.48,75
95.8,2064,61.3,93125,0.94,75
112.9,1243,20.3,11808,2.33,30
63.0,4036,23.1,152184,2.57,25
75.4,1210,73.0,64945,2.37,80
87.9,4902,9.8,67105,0.53,60
73.6,2143,50.6,110212,1.07,100
104.6,4139,19.1,196747,0.72,20
115.2,2066,46.2,26419,0.22,75
85.4,1516,76.2,126258,2.24,65
80.5,1781,48.6,11156,1.34,100
117.7,2746,20.5,5062,0.9,50
86.7,2872,28.9,184889,0.99,60
89.3,1451,39.9,158817,0.49,60
81.1,1319,11.6,34940,2.5,55
114.6,2614,60.5,22463,0.52,75
94.1,4072,62.7,36188,1.08,85
105.7,4242,10.9,71813,0.12,35
108.7,4470,43.2,34017,1.37,60
80.5,663,44.3,114375,1.13,100
86.0,1159,36.7,161316,2.19,40
110.9,2333,58.0,2697,2.17,55
81.8,1269,37.9,145975,0.21,60
107.6,4494,44.6,110930,0.44,60
116.5,2142,80.8,54086,2.72,55
97.4,1871,20.4,88385,2.4,30
104.5,3015,63.8,36652,1.23,75
108.3,3391,53.0,138326,0.58,60
110.7,3654,34.0,61631,0.86,35
83.7,3058,74.1,80527,2.01,80
63.1,3665,57.4,176649,2.84,50
84.1,1763,50.3,104084,1.89,80
100.4,3349,68.4,119771,0.18,75
87.0,2548,81.2,113645,1.99,80
104.9,659,97.4,59019,2.84,55
81.4,3702,64.8,151539,1.14,70
98.1,932,88.1,120807,2.81,40
71.2,4771,5.1,104528,2.04,40
105.0,789,55.4,65233,0.65,75
92.7,4160,25.4,372,0.52,60
72.2,895,13.9,71564,0.61,75
77.5,3148,55.5,123297,2.13,65
104.9,776,75.9,128058,1.81,40
89.0,1399,44.2,63615,1.42,100
73.0,1405,68.7,29445,0.86,100
118.0,2342,51.5,190219,2.73,40
102.9,814,46.5,85532,0.72,75
117.4,2479,32.6,109435,0.92,50
85.6,3300,41.3,194841,0.26,85
88.5,1196,38.2,155203,0.9,60
113.9,2317,66.4,153806,2.78,40
91.5,1955,16.0,165172,0.64,60
102.4,4823,13.8,145810,0.69,20
75.1,1892,67.7,76974,1.84,80
86.8,3198,56.9,121049,1.74,85
67.4,4037,45.9,179871,0.61,70
72.4,741,19.5,178501,0.55,60
60.1,3816,44.0,131827,0.44,70
62.4,3439,80.0,62716,2.6,80
118.6,4940,89.5,69061,2.0,40
74.5,4113,71.7,29884,2.86,65
99.8,3350,10.7,1796,0.58,50
110.3,2314,68.7,144826,1.44,60
93.0,1735,27.9,143233,2.25,40
69.2,4321,34.9,117747,0.72,60
103.7,2509,23.6,67713,2.09,30
96.0,2847,78.7,93668,1.47,75
103.9,4702,66.6,67586,1.35,60
106.2,2148,63.1,182213,1.97,40
118.5,3239,68.5,122206,1.46,60
94.4,3431,27.5,90666,2.48,55
80.5,1606,47.2,113796,2.8,80
98.9,3821,65.2,38577,1.81,40
64.1,3662,65.5,54765,0.97,85
113.8,3652,80.2,24841,2.35,40
67.2,2919,32.3,25498,0.59,75
79.7,4139,78.2,108567,0.38,85
108.9,2966,46.8,112642,1.6,75
95.8,1126,68.7,67229,1.98,55
83.6,3407,48.3,127855,2.52,65
88.4,1795,95.1,63914,2.87,80
111.3,2353,22.0,182275,2.63,15
80.4,2272,69.1,111399,2.97,80
112.2,2628,59.8,14838,1.48,75
65.3,2254,21.4,192743,1.02,60
106.6,4641,11.3,101224,1.43,35
110.9,1447,80.9,86765,1.97,55
70.9,1467,20.0,69703,1.57,75
85.8,1373,22.7,153687,1.94,40
69.9,1142,98.0,184847,2.67,65
102.4,1385,73.1,41845,0.58,75
92.1,3905,28.8,38907,0.45,60
98.1,3483,61.1,162230,1.55,60
71.8,1048,55.7,196115,2.95,65
72.7,3910,85.2,184248,0.27,70
62.5,2505,74.3,55421,2.96,80
79.3,3851,84.0,33330,2.91,65
93.6,984,25.1,179217,0.95,60
111.5,894,65.8,55244,2.68,55
100.0,1838,8.8,121696,0.12,35
86.1,3416,11.5,40564,1.42,75
117.2,1698,72.8,103963,1.27,75
103.2,2337,7.3,180568,2.72,15
115.8,2789,60.1,121299,1.47,60
91.7,3365,84.8,120972,1.31,85
75.5,1822,41.1,62469,1.95,80
63.2,3842,9.3,2716,1.19,60
103.6,4499,72.8,163433,1.66,45
67.3,4923,93.3,27254,2.87,65
78.2,1010,73.1,42632,0.69,100
91.9,3599,60.0,103964,1.43,85
93.9,3545,26.9,194213,0.14,45
96.0,1477,6.5,109623,2.54,30
70.0,1386,71.0,21277,0.37,100
82.8,2709,26.9,126833,0.37,60
97.0,2586,86.5,17503,2.66,55
118.2,1478,49.3,100566,1.29,75
103.7,2207,55.4,86921,2.09,55
115.4,3003,76.6,163307,2.59,40
105.7,670,79.0,76180,1.19,75
95.5,2910,66.1,152759,0.86,60
71.5,3895,94.2,179481,0.59,70
100.0,1361,98.3,109264,1.86,55
97.4,2721,95.0,171170,0.83,60
96.1,4182,83.3,164622,1.94,25
89.4,4797,72.0,32864,1.02,85
91.7,2229,68.0,139850,1.11,85
80.1,4888,14.9,160855,0.82,45
91.2,1685,30.8,186885,1.31,60
71.9,3057,5.5,96923,0.57,75
108.3,4995,18.1,45596,1.03,35
71.1,3866,46.7,152367,2.36,50
65.1,1053,18.9,149694,0.73,60
86.2,3221,90.7,180153,2.85,65
99.5,1218,81.5,156564,1.53,60
86.3,1236,11.8,129739,0.41,60
76.6,2948,28.6,19733,2.83,55
93.5,3636,82.8,109082,1.42,85
80.8,2849,81.3,12372,1.72,100
116.0,3321,94.8,111950,0.64,75
115.4,2949,99.8,35256,1.07,75
90.1,2594,97.7,184017,2.14,65
79.7,3420,44.0,73353,0.46,100
104.2,1671,28.8,84757,1.75,50
62.2,2631,77.0,195755,2.11,65
88.5,1849,33.4,114687,0.11,75
80.2,1895,81.6,105700,2.53,80
115.2,4156,55.7,149297,0.26,45
60.7,927,80.4,58546,0.82,100
93.2,1396,31.2,8064,2.89,55
104.4,3461,53.3,103073,0.34,75
89.1,3393,58.6,145058,2.5,65
65.1,3694,94.6,41689,1.99,65
118.3,3577,30.3,196924,1.84,5
91.1,1562,94.0,187677,1.79,85
96.9,1868,81.5,163915,0.58,60
74.2,972,74.4,44006,2.04,80
89.0,4980,79.8,32195,2.86,65
85.7,3168,62.5,203,0.32,100
64.5,4293,28.2,171735,1.06,45
66.4,2204,23.0,177886,1.47,60
110.2,695,87.3,45248,0.77,75
74.4,4969,73.9,7460,2.25,65
71.7,4541,25.3,118463,2.1,40
90.3,1800,63.4,57230,0.44,100
106.1,4544,47.5,187148,1.75,45
63.7,731,20.1,122268,1.17,60
94.6,3715,55.5,185782,0.76,70
67.2,1990,31.7,194860,2.56,40
62.2,1749,14.1,135427,0.26,60
63.2,4110,49.4,31935,1.46,85
110.0,4247,61.1,117739,1.48,60
67.1,1407,9.5,2663,1.75,75
62.7,650,43.2,172463,0.67,85
86.3,3808,29.5,94903,2.63,40
110.6,655,7.9,150618,2.9,15
75.7,4264,16.9,131110,1.69,45
85.3,1343,18.2,178884,0.84,60
62.4,3476,22.4,190934,2.64,40
86.9,679,81.3,10318,2.97,80
94.7,4540,46.8,139992,2.25,50
94.3,3566,19.0,61243,1.07,60
79.9,4328,14.5,185003,0.78,45
78.9,725,33.3,110723,0.55,75
66.4,818,80.8,84044,0.78,100
82.0,1547,39.6,154855,0.76,60
66.0,4973,20.2,36902,2.91,40
106.0,1194,43.4,97845,1.97,55
118.0,740,57.8,167611,0.58,60
118.2,3493,7.8,71074,1.52,50
111.9,3655,64.6,48949,0.64,60
96.0,2230,42.5,199865,1.86,40
102.1,1476,5.9,104765,1.09,50
77.1,4805,69.0,46543,0.67,85
97.8,3260,72.7,11398,0.8,75
87.3,3990,64.7,145844,2.06,50
88.9,2629,37.5,195186,1.28,60
105.5,3152,55.3,73436,1.59,75
76.9,4211,41.8,160083,2.48,50
79.1,1640,71.6,109809,2.0,80
115.5,914,60.4,50396,1.44,75
63.4,4059,12.8,110583,2.87,40
89.1,4772,66.1,66193,0.72,85
114.8,3625,70.3,109461,0.94,60
96.6,3546,40.2,20840,2.74,40
92.8,3836,88.2,186292,2.57,50
75.0,4280,85.1,158691,0.48,70
80.6,3706,21.6,98119,2.8,40
111.1,2137,90.9,195330,0.13,60
93.6,4472,46.9,80061,2.49,65
90.9,2467,73.8,63900,0.91,100
66.0,1761,82.3,45384,0.65,100
61.0,4520,53.0,124679,1.4,70
117.8,4482,42.9,29917,2.7,40
82.6,3356,92.0,112301,2.38,80
96.2,2512,26.9,88155,2.9,30
64.8,864,29.4,70071,1.67,75
101.0,1902,39.4,56425,1.58,50
116.0,1794,86.6,80116,0.14,75
94.5,2126,94.2,175658,0.62,85
67.6,4204,25.9,61321,1.54,60
94.9,4994,87.1,195468,2.28,50
106.0,2848,29.5,67512,2.49,30
84.4,1758,97.2,188161,0.92,85
112.8,4967,61.8,193344,2.17,25
98.9,4113,5.7,101973,2.5,15
114.0,2678,8.2,118880,1.19,50
97.4,1744,19.0,47055,2.12,30
67.9,668,22.8,937,1.37,75
78.6,4317,77.9,17673,2.96,65
72.1,3608,26.2,102974,0.12,60
114.5,1426,97.1,72957,1.3,75
105.6,1769,65.4,179654,0.86,60
100.6,1583,70.8,160572,2.56,40
78.1,4577,25.7,188928,0.93,45
71.0,3934,89.8,12953,1.68,85
105.4,2940,68.4,67052,2.25,55
88.4,2615,87.1,177412,1.54,85
73.5,2052,95.9,43042,1.29,100
97.0,2733,16.9,119180,0.22,50
62.4,1639,14.2,71706,0.17,75
79.6,4813,81.3,157579,2.88,50
88.1,4066,87.3,124765,1.97,50
68.9,3626,60.5,133425,2.49,50
119.1,4857,39.8,11999,1.49,35
72.5,3347,67.0,76474,0.86,100
67.8,4862,34.0,63134,0.95,60
72.2,4995,27.6,131652,0.23,45
106.1,4095,51.4,70086,2.39,40
85.5,4455,25.5,45248,1.79,60
93.9,1161,51.0,117651,1.49,100
61.3,2803,95.9,62249,2.57,80
62.1,4019,84.8,196906,1.39,70
86.7,1744,94.5,167956,2.85,65
109.0,3299,81.6,147500,0.14,60
113.1,2151,38.7,7647,2.96,30
65.2,4621,82.1,68079,2.47,65
92.3,1160,92.7,194225,1.13,85
114.8,1787,95.0,80094,1.83,55
83.3,3733,69.9,53546,2.61,65
109.8,4011,25.1,183776,1.5,20
68.0,2289,8.8,80919,0.25,75
116.1,3023,19.0,30033,2.72,30
105.1,1969,96.7,85075,1.6,75
116.5,1180,48.9,85625,1.68,75
100.6,1576,86.2,98820,0.14,75
81.8,4872,49.2,198809,0.39,70
116.3,2956,67.8,31000,2.35,55
76.5,718,7.3,72113,1.36,75
79.9,2142,28.7,143701,2.99,40
102.0,3643,46.4,192597,2.12,25
105.9,1572,64.9,167498,2.85,40
115.8,1515,21.3,137994,0.91,35
72.3,2037,77.6,93435,0.61,100
107.9,1186,39.6,126956,1.19,35
104.3,950,82.7,99294,0.87,75
63.8,3162,14.3,61049,1.88,55
83.2,2470,69.6,96155,2.26,80
77.0,872,32.9,7721,1.27,75
78.3,3527,80.6,116539,0.36,85
119.0,4958,43.2,172029,0.18,45
98.6,4039,68.2,101013,0.73,60
103.1,3641,93.8,184231,2.22,25
118.6,4548,7.0,111870,0.74,35
82.6,2364,6.1,67714,2.74,55
108.1,4890,78.2,95166,1.99,40
86.1,2370,66.4,111992,2.6,80
112.2,2122,32.8,9747,1.22,50
70.8,1431,52.0,131050,2.95,65
116.9,1161,9.0,124102,2.07,15
73.1,4140,23.3,152390,1.14,45
79.6,4736,45.3,129244,0.72,70
105.4,2079,84.2,157691,2.61,40
83.6,1805,50.6,73640,1.02,100
96.5,1256,60.7,47746,0.23,75
86.7,4540,88.0,138410,0.91,70
104.5,1189,34.3,66704,0.62,50
73.7,4926,71.6,129511,1.03,70
63.5,1971,86.9,56500,1.88,80
78.0,4351,24.2,197555,1.55,45
88.5,4359,38.9,142395,2.16,25
70.1,2700,98.1,68163,1.07,100
81.3,2484,98.4,128191,0.45,85
84.0,1347,26.2,18919,0.56,75
63.4,1063,11.3,149728,2.41,40
95.0,1353,30.7,53956,0.38,75
113.1,1182,42.8,16544,2.41,55
69.1,2805,46.9,50936,0.72,100
95.9,4714,63.8,190360,2.07,25
99.9,4750,90.5,19566,1.91,40
85.2,4627,36.4,126854,0.38,45
102.1,3953,85.7,14880,2.03,40
84.6,3408,13.9,183848,1.4,60
90.3,4203,9.0,143008,2.15,25
60.4,4513,52.9,96284,2.52,65
101.5,2019,10.7,12198,0.21,50
99.7,2767,42.3,8376,1.98,55
62.3,2744,90.2,67432,0.4,100
82.1,2767,27.9,109791,1.2,75
118.7,2160,72.1,166244,0.14,60
85.2,1776,33.7,148188,1.05,60
90.1,1868,9.3,63295,0.59,75
114.6,4187,57.9,140885,1.71,45
103.0,1766,84.3,51313,1.59,75
94.9,4175,43.9,106873,2.4,65
107.9,3441,63.6,20232,1.96,55
111.9,2470,90.5,33609,2.17,55
87.4,4529,80.0,116859,0.37,85
88.5,2867,23.4,188571,0.18,60
83.2,3486,74.7,39021,2.91,80
118.0,759,52.7,45108,1.34,75
101.8,3258,75.9,130221,1.25,60
65.0,4363,52.0,85305,0.2,85
111.8,1655,17.2,4821,0.44,50
88.8,933,59.1,120501,2.83,65
64.1,4196,51.8,148869,2.12,50
93.0,1491,54.2,65580,1.29,100
85.0,3587,88.5,149142,2.72,50
112.7,1962,90.0,5236,1.81,55
72.2,1525,48.1,26745,2.26,80
109.6,3043,48.3,137697,1.35,60
93.5,3177,53.9,93353,1.35,100
63.3,4580,54.4,150181,0.3,70
118.3,3005,95.3,157071,2.23,40
90.8,2019,66.7,171849,0.39,85
77.5,3475,31.4,4014,2.32,55
88.2,659,55.5,38548,0.65,100
111.5,3124,64.6,41033,0.82,75
78.3,4397,65.8,183242,2.76,50
71.6,3259,60.6,39060,1.47,100
67.7,4696,21.9,67096,0.46,60
77.9,2178,8.2,58235,2.72,55
106.8,3705,37.1,76860,1.41,35
88.3,1307,45.6,92001,0.48,100
73.6,2380,10.9,95285,1.23,75
70.0,3013,82.4,25822,1.81,80
80.0,4006,37.7,82392,1.15,60
116.4,2761,91.8,120123,2.78,40
80.6,4139,19.7,34985,0.88,60
119.3,1208,10.4,25276,0.61,50
89.1,908,50.8,174111,0.74,85
70.7,4907,23.0,134059,0.34,45
113.5,2964,94.1,8330,1.41,75
87.6,784,6.0,157045,2.65,40
102.6,845,44.2,195630,0.99,60
119.0,838,93.0,149593,0.85,60
63.0,1119,41.5,75811,2.53,80
65.8,4507,13.8,48119,0.99,60
103.2,876,33.8,114619,1.48,50
76.9,4628,52.3,158624,0.19,70
71.1,4909,22.6,37603,0.93,60
62.4,1205,49.3,28940,0.48,100
61.3,4653,84.5,177037,0.41,70
106.5,3312,87.9,8377,1.35,75
68.1,741,9.7,62308,0.9,75
88.1,4261,20.3,35961,0.58,60
96.4,2969,31.2,4928,1.58,50
85.7,2317,61.5,9604,2.37,80
61.6,4027,39.3,48029,2.23,40
107.0,2924,85.2,93300,0.83,75
60.6,2444,73.1,144849,0.86,85
105.7,999,14.5,171436,2.22,15
113.6,3163,64.3,52068,1.72,75
86.0,2122,15.7,156663,2.25,40
92.1,1934,29.2,192550,0.1,60
88.6,3223,21.9,187275,0.35,60
83.4,838,21.4,162977,2.43,40
113.2,3815,63.6,112236,2.57,40
113.6,4247,58.5,103949,1.1,60
80.1,2216,21.7,135333,2.88,40
96.9,3029,99.1,165775,0.97,60
115.6,4252,45.1,188265,2.68,25
117.7,2321,14.2,37306,1.32,50
90.5,1872,16.5,69962,1.73,75
87.2,3739,60.5,62432,1.97,65
76.7,3478,98.0,132430,0.49,85
117.5,2135,59.3,78959,0.21,75
68.6,1135,95.2,34537,1.34,100
94.8,1548,47.2,27337,0.57,100
77.0,3242,46.4,125762,1.69,85
76.7,4541,52.5,129162,1.42,70
84.3,1621,71.3,63247,0.45,100
119.9,1033,39.9,91301,2.03,30
63.3,2003,87.1,177565,0.16,85
94.7,4111,7.8,17576,0.47,60
65.0,3535,46.8,35584,2.13,65
69.3,4864,53.5,39035,1.63,85
86.4,3933,62.7,93733,0.92,85
90.6,2202,31.2,154481,0.62,60
75.5,828,45.6,135928,1.96,65
79.0,4817,51.0,95980,0.7,85
65.2,2796,70.3,87163,2.96,80
78.2,3499,78.5,172257,2.62,65
118.0,710,75.1,167817,0.48,60
116.7,1844,37.5,160784,2.59,15
80.1,4759,99.9,12023,1.1,85
94.3,3285,85.6,125524,1.52,85
114.6,4401,29.7,100187,0.51,35
60.4,4467,23.5,62919,0.44,60
108.6,1977,34.8,540,2.61,30
116.9,2371,48.0,8837,1.93,55
65.5,612,85.8,152257,1.44,85
69.7,4934,78.9,103030,0.2,85
117.6,3861,85.9,64889,2.77,40
92.3,1262,30.8,154478,1.19,60
60.9,3692,61.4,192702,1.31,70
75.5,1293,31.9,49054,0.94,75
87.0,3990,15.4,181912,2.68,25
101.6,1781,70.0,9046,1.1,75
104.0,3618,18.6,52495,0.61,35
119.7,2104,68.4,40579,1.55,75
77.3,2502,66.6,59821,2.37,80
92.3,4771,82.0,95877,1.18,85
92.0,928,18.3,76668,1.99,55
84.3,2039,79.4,165247,0.98,85
70.1,4446,99.9,9012,2.19,65
118.6,4767,85.8,7030,2.04,40
111.2,824,76.4,122047,2.07,40
89.9,3120,67.9,143099,1.97,65
96.2,4314,45.1,93399,0.55,60
73.6,3007,74.4,18565,2.68,80
92.6,1410,73.8,160362,1.8,85
101.7,3717,65.0,101536,1.21,60
90.9,3890,80.6,113921,0.6,85
119.4,4986,47.6,156072,2.37,25
96.7,2851,16.5,181775,1.58,35
82.3,3129,58.1,164197,0.53,85
106.3,1523,30.2,142710,2.77,15
70.2,3652,41.5,185352,0.41,70
83.1,615,6.7,91122,1.62,75
80.8,4196,41.4,57540,1.87,65
85.9,3003,81.8,193652,3.0,65
106.9,4610,56.6,9225,0.51,60
89.1,3246,5.9,156509,1.88,40
107.6,1701,49.6,96774,1.48,75
94.6,3575,32.7,82268,0.85,60
80.5,1690,50.4,28353,2.83,80
108.6,3506,43.4,48531,2.39,40
74.3,2346,93.5,132730,2.35,65
73.5,4909,8.9,25150,2.71,40
90.3,2320,69.9,144387,2.2,65
75.7,1048,85.8,149275,1.57,85
60.5,3612,96.1,121159,1.24,70
98.9,4104,21.9,38649,2.14,15
90.7,2168,55.5,170495,1.85,65
86.7,3786,9.1,194689,1.67,45
118.0,4091,52.4,20392,1.81,40
94.3,3146,16.9,137115,2.0,40
111.8,1647,84.6,16867,2.91,55
68.4,1664,15.8,102216,2.28,55
94.2,4421,53.8,131429,0.61,70
112.1,1167,54.5,176512,1.45,60
95.0,2036,97.3,155901,2.07,65
103.1,3305,67.2,126874,0.61,60
82.3,3083,32.3,172866,2.8,40
65.5,4379,27.9,165030,0.32,45
87.5,3394,17.2,30408,1.87,55
83.7,2460,76.9,26279,2.93,80
112.0,3936,70.6,160539,2.21,25
74.6,2490,62.9,102868,2.06,80
118.0,4891,8.9,55131,2.99,15
117.5,1697,77.5,41452,2.4,55
